millis,x,y,z,state
29975,-0.517578125,1.224609375,-0.21875,OnFace
30160,-0.646484375,1.2578125,0.216796875,Handling
30272,-0.646484375,1.2578125,0.216796875,Handling
30370,0.55859375,-0.37890625,0.181640625,Handling
30734,0.869140625,0.3515625,0.470703125,Handling
30884,0.6640625,-0.169921875,0.810546875,Rolling
31092,0.11328125,0.216796875,-0.404296875,Rolling
31228,-0.41015625,0.560546875,-0.751953125,OnFace
31326,-0.384765625,0.580078125,-0.734375,OnFace
31424,-0.384765625,0.580078125,-0.734375,OnFace
31622,-0.384765625,0.580078125,-0.734375,OnFace
31729,-0.384765625,0.580078125,-0.734375,OnFace
31825,-0.384765625,0.580078125,-0.734375,OnFace
32249,-0.384765625,0.580078125,-0.734375,OnFace
32382,-0.3828125,0.580078125,-0.732421875,OnFace
32477,-0.384765625,0.580078125,-0.734375,OnFace
32616,-0.384765625,0.58203125,-0.732421875,OnFace
32735,-0.384765625,0.58203125,-0.732421875,OnFace
32831,-0.384765625,0.580078125,-0.734375,OnFace
32928,-0.384765625,0.580078125,-0.734375,OnFace
33027,-0.384765625,0.580078125,-0.734375,OnFace
33125,-0.458984375,0.640625,-0.912109375,OnFace
33223,-0.458984375,0.640625,-0.912109375,OnFace
33394,-0.681640625,0.701171875,-1.115234375,Handling
33506,-0.41015625,-0.228515625,0.380859375,Handling
33732,0.3984375,0.765625,0.296875,Handling
33862,0.1484375,0.189453125,0.37890625,Shaking
34051,-0.685546875,-0.146484375,0.78125,Shaking
34167,0.712890625,-0.310546875,0.705078125,Shaking
34445,0.255859375,-1.75390625,1.734375,Rolling
34629,0.28515625,0.916015625,0.33984375,Rolling
34737,0.318359375,0.97265625,0.13671875,Rolling
34835,0.318359375,0.97265625,0.13671875,Rolling
34932,0.349609375,0.984375,0.134765625,OnFace
35056,0.349609375,0.984375,0.1328125,OnFace
35154,0.349609375,0.984375,0.1328125,OnFace
35253,0.349609375,0.984375,0.1328125,OnFace
35405,0.349609375,0.984375,0.1328125,OnFace
35508,0.349609375,0.984375,0.134765625,OnFace
35607,0.349609375,0.984375,0.134765625,OnFace
35705,0.349609375,0.984375,0.1328125,OnFace
35805,0.349609375,0.984375,0.1328125,OnFace
35908,0.3515625,0.984375,0.134765625,OnFace
36007,0.3515625,0.984375,0.134765625,OnFace
36103,0.349609375,0.984375,0.134765625,OnFace
36202,0.349609375,0.982421875,0.134765625,OnFace
36302,0.349609375,0.982421875,0.134765625,OnFace
36397,0.349609375,0.984375,0.134765625,OnFace
36495,0.349609375,0.984375,0.134765625,OnFace
36593,0.349609375,0.984375,0.1328125,OnFace
36730,0.349609375,0.984375,0.1328125,OnFace
36827,0.490234375,0.953125,0.12890625,OnFace
36925,0.490234375,0.953125,0.12890625,OnFace
37020,0.740234375,1.623046875,-0.1328125,Handling
37117,0.1875,0.625,0.12109375,Handling
37216,0.1875,0.625,0.12109375,Handling
37407,0.8359375,-1.029296875,-0.318359375,Handling
37524,0.39453125,-0.376953125,0.009765625,Handling
37625,1.5,-0.734375,1.703125,Rolling
37723,1.015625,0.009765625,0.69140625,Rolling
37821,1.015625,0.009765625,0.69140625,Rolling
37986,0.9765625,0.22265625,-0.080078125,Rolling
38105,1.005859375,0.02734375,-0.02734375,Rolling
38202,1.013671875,0.03125,-0.037109375,OnFace
38300,1.013671875,0.03125,-0.037109375,OnFace
38398,1.013671875,0.03125,-0.037109375,OnFace
38494,1.013671875,0.03125,-0.037109375,OnFace
38593,1.013671875,0.03125,-0.037109375,OnFace
38799,1.013671875,0.03125,-0.037109375,OnFace
38915,1.013671875,0.03125,-0.037109375,OnFace
39019,1.013671875,0.03125,-0.037109375,OnFace
39137,1.013671875,0.03125,-0.03515625,OnFace
39233,1.013671875,0.03125,-0.03515625,OnFace
39331,1.013671875,0.03125,-0.03515625,OnFace
39430,1.013671875,0.029296875,-0.037109375,OnFace
39548,1.013671875,0.03125,-0.037109375,OnFace
39646,1.013671875,0.03125,-0.037109375,OnFace
39746,1.013671875,0.03125,-0.037109375,OnFace
39844,1.013671875,0.03125,-0.037109375,OnFace
39939,1.013671875,0.03125,-0.037109375,OnFace
40037,1.013671875,0.03125,-0.037109375,OnFace
40134,1.02734375,0.0078125,-0.009765625,OnFace
40230,1.02734375,0.0078125,-0.009765625,OnFace
40361,1.830078125,-0.224609375,-0.025390625,Handling
40459,0.3828125,0.14453125,0.00390625,Handling
40756,-0.02734375,-0.267578125,-0.771484375,Shaking
40955,-0.724609375,-0.021484375,0.55078125,Shaking
41074,-0.62109375,0.25390625,0.505859375,Shaking
41292,0.966796875,-1.287109375,0.029296875,Shaking
41429,-0.154296875,-0.283203125,0.13671875,Rolling
41562,-0.615234375,-0.03125,0.396484375,Rolling
41737,-0.623046875,0.67578125,0.376953125,Rolling
41918,-0.732421875,0.59765625,0.3828125,OnFace
42067,-0.732421875,0.59765625,0.3828125,OnFace
42166,-0.732421875,0.59765625,0.3828125,OnFace
42261,-0.732421875,0.59765625,0.3828125,OnFace
42584,-0.732421875,0.59765625,0.380859375,OnFace
42745,-0.732421875,0.59765625,0.3828125,OnFace
42840,-0.734375,0.59765625,0.380859375,OnFace
42938,-0.732421875,0.59765625,0.3828125,OnFace
43037,-0.732421875,0.59765625,0.3828125,OnFace
43134,-0.732421875,0.59765625,0.3828125,OnFace
43234,-0.732421875,0.59765625,0.3828125,OnFace
43333,-0.732421875,0.59765625,0.380859375,OnFace
43429,-0.732421875,0.59765625,0.3828125,OnFace
43530,-0.732421875,0.59765625,0.3828125,OnFace
43656,-0.732421875,0.59765625,0.3828125,OnFace
43896,-0.857421875,0.63671875,0.408203125,OnFace
44052,-0.857421875,0.63671875,0.408203125,Handling
44151,-1.201171875,0.91015625,0.544921875,Handling
44251,-0.013671875,0.017578125,0.109375,Handling
44439,-0.81640625,-0.181640625,-0.005859375,Handling
44744,-0.615234375,-0.525390625,0.314453125,Shaking
44909,-0.583984375,0.42578125,0.3046875,Shaking
45004,1.150390625,-2.021484375,1.888671875,Shaking
45103,0.7109375,-0.775390625,1.810546875,Rolling
45201,0.7109375,-0.775390625,1.810546875,Rolling
45400,0.865234375,0.275390625,0.49609375,Rolling
45574,0.798828125,0.0625,0.630859375,Rolling
45703,0.80078125,0.0625,0.630859375,OnFace
45845,0.80078125,0.0625,0.630859375,OnFace
45947,0.798828125,0.0625,0.630859375,OnFace
46206,0.798828125,0.0625,0.630859375,OnFace
46350,0.798828125,0.0625,0.630859375,OnFace
46477,0.798828125,0.0625,0.630859375,OnFace
46576,0.798828125,0.0625,0.630859375,OnFace
46671,0.798828125,0.0625,0.630859375,OnFace
46891,0.798828125,0.0625,0.630859375,OnFace
47060,0.80078125,0.0625,0.630859375,OnFace
47158,0.80078125,0.0625,0.630859375,OnFace
47410,0.798828125,0.0625,0.630859375,OnFace
47642,0.798828125,0.0625,0.630859375,OnFace
47772,0.798828125,0.072265625,0.6328125,OnFace
47867,0.97265625,0.083984375,0.859375,OnFace
47973,1.01171875,0.2109375,1.123046875,Handling
48160,-0.23046875,-0.095703125,0.279296875,Handling
48277,-0.1484375,-0.71875,0.56640625,Handling
48459,0.498046875,-0.271484375,1.171875,Handling
48636,0.58984375,0.287109375,0.263671875,Handling
48748,0.302734375,-0.142578125,0.14453125,Handling
48842,0.302734375,-0.142578125,0.14453125,Rolling
49125,0.27734375,0.025390625,1.15234375,Rolling
49276,0.375,0.615234375,0.72265625,Rolling
49370,0.37890625,0.626953125,0.732421875,Rolling
49472,0.37890625,0.626953125,0.734375,OnFace
49655,0.37890625,0.626953125,0.734375,OnFace
49805,0.37890625,0.626953125,0.736328125,OnFace
49925,0.37890625,0.626953125,0.736328125,OnFace
50075,0.37890625,0.626953125,0.736328125,OnFace
50175,0.380859375,0.626953125,0.736328125,OnFace
50284,0.37890625,0.626953125,0.734375,OnFace
50594,0.37890625,0.626953125,0.734375,OnFace
50741,0.37890625,0.626953125,0.734375,OnFace
50853,0.37890625,0.626953125,0.734375,OnFace
50950,0.37890625,0.626953125,0.736328125,OnFace
51125,0.37890625,0.626953125,0.734375,OnFace
51235,0.37109375,0.62890625,0.734375,OnFace
51333,0.37109375,0.62890625,0.734375,OnFace
51429,0.58984375,0.7890625,1.138671875,OnFace
51641,0.318359375,0.408203125,0.87109375,Handling
51772,-0.0390625,-0.775390625,-0.38671875,Handling
51935,0.01953125,-1.107421875,-0.302734375,Handling
52121,1.029296875,-0.142578125,0.37109375,Handling
52219,1.009765625,-0.546875,0.517578125,Rolling
52318,1.009765625,-0.546875,0.517578125,Rolling
52414,0.505859375,-0.638671875,0.98046875,Rolling
52515,0.505859375,-0.638671875,0.98046875,Rolling
52614,-0.177734375,-0.9765625,-0.0390625,Rolling
52709,-0.306640625,-0.935546875,-0.115234375,Rolling
52807,-0.306640625,-0.935546875,-0.115234375,OnFace
52960,-0.30859375,-0.935546875,-0.115234375,OnFace
53105,-0.30859375,-0.935546875,-0.115234375,OnFace
53207,-0.30859375,-0.935546875,-0.115234375,OnFace
53411,-0.306640625,-0.935546875,-0.115234375,OnFace
53541,-0.306640625,-0.935546875,-0.115234375,OnFace
53638,-0.306640625,-0.935546875,-0.115234375,OnFace
53738,-0.306640625,-0.935546875,-0.115234375,OnFace
53839,-0.306640625,-0.935546875,-0.115234375,OnFace
53935,-0.306640625,-0.935546875,-0.115234375,OnFace
54033,-0.306640625,-0.935546875,-0.115234375,OnFace
54185,-0.306640625,-0.935546875,-0.115234375,OnFace
54285,-0.306640625,-0.935546875,-0.115234375,OnFace
54413,-0.306640625,-0.935546875,-0.115234375,OnFace
54512,-0.306640625,-0.935546875,-0.115234375,OnFace
54608,-0.306640625,-0.935546875,-0.11328125,OnFace
54707,-0.306640625,-0.935546875,-0.11328125,OnFace
54897,-0.306640625,-0.935546875,-0.115234375,OnFace
55015,-0.306640625,-0.935546875,-0.115234375,OnFace
55115,-0.306640625,-0.935546875,-0.115234375,OnFace
55267,-0.236328125,-0.95703125,-0.08984375,OnFace
55369,0.03515625,-1.32421875,0.15625,Handling
55601,0.302734375,-0.583984375,0.447265625,Handling
55734,-0.375,-0.53515625,0.375,Handling
55865,0.36328125,-1.1796875,0.658203125,Handling
56113,0.40234375,-0.91015625,0.10546875,Handling
56262,0.396484375,-0.916015625,0.1484375,OnFace
56409,0.396484375,-0.916015625,0.1484375,OnFace
56651,0.3984375,-0.916015625,0.146484375,OnFace
56914,0.3984375,-0.916015625,0.146484375,OnFace
57201,0.3984375,-0.9140625,0.146484375,OnFace
57304,0.3984375,-0.916015625,0.146484375,OnFace
57431,0.396484375,-0.916015625,0.1484375,OnFace
57531,0.3984375,-0.916015625,0.146484375,OnFace
57665,0.3984375,-0.916015625,0.146484375,OnFace
57816,0.3984375,-0.916015625,0.146484375,OnFace
57914,0.3984375,-0.916015625,0.146484375,OnFace
58088,0.396484375,-0.916015625,0.146484375,OnFace
58203,0.3984375,-0.9140625,0.146484375,OnFace
58303,0.3984375,-0.9140625,0.146484375,OnFace
58445,0.3984375,-0.916015625,0.146484375,OnFace
58596,0.3984375,-0.916015625,0.146484375,OnFace
58715,0.3984375,-0.916015625,0.146484375,OnFace
58813,0.396484375,-0.916015625,0.146484375,OnFace
58908,0.396484375,-0.916015625,0.146484375,OnFace
59075,0.3984375,-0.916015625,0.1484375,OnFace
59226,0.3984375,-0.916015625,0.146484375,OnFace
59345,0.3984375,-0.916015625,0.146484375,OnFace
59472,0.408203125,-0.923828125,0.0703125,OnFace
59569,0.408203125,-0.923828125,0.0703125,OnFace
59705,0.5390625,-0.978515625,0.453125,Handling
59856,0.16015625,-0.939453125,0.5390625,Handling
60038,0.244140625,-0.4921875,0.224609375,Handling
60185,0.75,-0.8203125,0.1875,Handling
60336,0.39453125,-0.916015625,0.142578125,Handling
60486,0.39453125,-0.916015625,0.142578125,Shifting
60587,0.39453125,-0.916015625,0.142578125,Shifting
60685,0.39453125,-0.916015625,0.142578125,Shifting
60846,0.39453125,-0.916015625,0.142578125,Shifting
61154,0.396484375,-0.916015625,0.142578125,Shifting
61391,0.39453125,-0.916015625,0.142578125,Shifting
61965,0.39453125,-0.916015625,0.140625,Shifting
62209,0.396484375,-0.916015625,0.142578125,Shifting
62346,0.396484375,-0.916015625,0.142578125,Shifting
62444,0.396484375,-0.916015625,0.142578125,Shifting
62682,0.396484375,-0.916015625,0.14453125,Shifting
62945,0.5,-0.87109375,0.18359375,Shifting
63092,0.5078125,-0.84765625,0.099609375,Shifting
63189,0.345703125,-0.9765625,0.05078125,Shifting
63287,0.345703125,-0.9765625,0.05078125,Shifting
63387,0.390625,-0.923828125,0.154296875,OnFace
63487,0.3984375,-0.9140625,0.1640625,OnFace
63584,0.3984375,-0.9140625,0.162109375,OnFace
63684,0.3984375,-0.9140625,0.162109375,OnFace
63814,0.3984375,-0.9140625,0.162109375,OnFace
63970,0.3984375,-0.9140625,0.162109375,OnFace
64085,0.3984375,-0.9140625,0.162109375,OnFace
64210,0.396484375,-0.9140625,0.162109375,OnFace
64310,0.3984375,-0.9140625,0.162109375,OnFace
64412,0.3984375,-0.9140625,0.162109375,OnFace
64566,0.3984375,-0.9140625,0.162109375,OnFace
64669,0.3984375,-0.9140625,0.1640625,OnFace
64765,0.3984375,-0.9140625,0.1640625,OnFace
64866,0.3984375,-0.9140625,0.162109375,OnFace
64965,0.3984375,-0.9140625,0.162109375,OnFace
65156,0.3984375,-0.9140625,0.162109375,OnFace
65276,0.3984375,-0.912109375,0.162109375,OnFace
65377,0.3984375,-0.912109375,0.162109375,OnFace
65495,0.3984375,-0.9140625,0.162109375,OnFace
65594,0.3984375,-0.9140625,0.162109375,OnFace
65693,0.220703125,-1.005859375,0.216796875,Shifting
65792,0.220703125,-1.005859375,0.216796875,Shifting
66033,0.66015625,-0.83203125,-0.001953125,Shifting
66167,0.517578125,-0.857421875,-0.01171875,Shifting
66391,0.408203125,-0.9140625,0.13671875,OnFace
66529,0.408203125,-0.9140625,0.13671875,OnFace
66634,0.408203125,-0.9140625,0.13671875,OnFace
66731,0.408203125,-0.9140625,0.13671875,OnFace
66845,0.408203125,-0.9140625,0.13671875,OnFace
66965,0.408203125,-0.9140625,0.13671875,OnFace
67096,0.408203125,-0.9140625,0.13671875,OnFace
67322,0.408203125,-0.9140625,0.13671875,OnFace
67502,0.408203125,-0.9140625,0.13671875,OnFace
67601,0.408203125,-0.9140625,0.13671875,OnFace
67700,0.408203125,-0.9140625,0.13671875,OnFace
67799,0.408203125,-0.9140625,0.13671875,OnFace
67924,0.408203125,-0.9140625,0.134765625,OnFace
68108,0.408203125,-0.9140625,0.134765625,OnFace
68227,0.44921875,-1.25390625,0.4609375,Handling
68326,-0.22265625,-0.58984375,0.083984375,Handling
68532,0.671875,-0.625,0.212890625,Handling
68676,0.412109375,-0.9140625,0.16015625,Handling
68775,0.412109375,-0.9140625,0.16015625,Handling
68915,0.3984375,-0.916015625,0.146484375,OnFace
69012,0.3984375,-0.916015625,0.146484375,OnFace
69110,0.3984375,-0.9140625,0.146484375,OnFace
69209,0.3984375,-0.916015625,0.146484375,OnFace
69304,0.3984375,-0.916015625,0.146484375,OnFace
69424,0.3984375,-0.916015625,0.146484375,OnFace
69577,0.3984375,-0.916015625,0.146484375,OnFace
69674,0.3984375,-0.916015625,0.146484375,OnFace
69773,0.3984375,-0.916015625,0.146484375,OnFace
69873,0.3984375,-0.916015625,0.146484375,OnFace
69968,0.3984375,-0.9140625,0.146484375,OnFace
70242,0.3984375,-0.916015625,0.146484375,OnFace
70425,0.3984375,-0.9140625,0.146484375,OnFace
70521,0.3984375,-0.916015625,0.146484375,OnFace
70621,0.3984375,-0.916015625,0.146484375,OnFace
70777,0.3984375,-0.916015625,0.146484375,OnFace
70955,0.3984375,-0.9140625,0.146484375,OnFace
71070,0.3984375,-0.916015625,0.146484375,OnFace
71167,0.3984375,-0.916015625,0.146484375,OnFace
71265,0.3984375,-0.916015625,0.146484375,OnFace
71526,0.423828125,-0.876953125,0.193359375,OnFace
71763,0.3203125,-1.04296875,0.470703125,Handling
71952,-0.37109375,0.384765625,-0.0234375,Handling
72059,-0.337890625,0.947265625,-0.05078125,Handling
72214,-0.46484375,1,0.048828125,Handling
72367,-0.08984375,0.84765625,0.2734375,Handling
72484,-0.08984375,0.84765625,0.2734375,Handling
72625,0.08203125,0.94140625,0.5,Handling
72723,0.05859375,0.951171875,0.462890625,Handling
72943,-0.1484375,0.8359375,0.1953125,Handling
73211,0.73046875,-0.6875,-0.416015625,Handling
73362,0.732421875,-0.740234375,0.0546875,Handling
73508,0.70703125,-0.470703125,-0.287109375,Handling
73936,0.650390625,0.40625,0.556640625,Handling
74093,-0.091796875,-0.251953125,0.783203125,Handling
74194,-0.142578125,-0.353515625,0.970703125,Handling
74326,-0.177734375,0.748046875,0.396484375,Handling
74530,-0.625,0.359375,-0.669921875,Handling
74673,-0.625,0.359375,-0.669921875,Handling
74768,-0.412109375,0.40234375,-0.8125,Handling
74919,0.4921875,0.57421875,-0.6171875,Handling
75066,0.9296875,0.201171875,-0.35546875,Handling
75161,0.716796875,0.052734375,-0.19140625,Handling
75273,0.716796875,0.052734375,-0.19140625,Handling
75426,0.6875,0.640625,-0.42578125,Handling
75522,0.408203125,1.08984375,-0.412109375,Handling
75698,-0.033203125,0.953125,-0.359375,Handling
75814,-0.19140625,1.01171875,-0.041015625,Handling
75938,-0.19140625,1.01171875,-0.041015625,Handling
76088,-0.146484375,0.98828125,-0.158203125,Handling
76221,-0.40625,0.970703125,-0.09375,Handling
76320,-0.3046875,0.970703125,-0.091796875,Handling
76416,-0.3046875,0.970703125,-0.091796875,Handling
76515,-0.353515625,0.962890625,-0.107421875,Handling
76614,-0.353515625,0.962890625,-0.107421875,OnFace
76709,-0.349609375,0.9609375,-0.10546875,OnFace
76837,-0.349609375,0.962890625,-0.10546875,OnFace
76939,-0.349609375,0.962890625,-0.10546875,OnFace
77037,-0.349609375,0.962890625,-0.10546875,OnFace
77138,-0.34765625,0.962890625,-0.10546875,OnFace
77237,-0.34765625,0.962890625,-0.10546875,OnFace
77332,-0.349609375,0.962890625,-0.10546875,OnFace
77583,-0.349609375,0.962890625,-0.10546875,OnFace
77763,-0.349609375,0.96484375,-0.10546875,OnFace
77861,-0.349609375,0.96484375,-0.10546875,OnFace
77955,-0.349609375,0.962890625,-0.10546875,OnFace
78053,-0.349609375,0.962890625,-0.10546875,OnFace
78151,-0.349609375,0.962890625,-0.10546875,OnFace
78246,-0.349609375,0.962890625,-0.10546875,OnFace
78343,-0.349609375,0.962890625,-0.10546875,OnFace
78442,-0.349609375,0.96484375,-0.10546875,OnFace
78537,-0.349609375,0.962890625,-0.10546875,OnFace
78635,-0.349609375,0.962890625,-0.10546875,OnFace
78732,-0.349609375,0.962890625,-0.103515625,OnFace
78827,-0.349609375,0.962890625,-0.103515625,OnFace
78925,-0.25390625,0.8671875,0.02734375,OnFace
79089,0.44921875,0.94921875,0.11328125,Handling
79207,0.5234375,1.27734375,-0.0078125,Handling
79305,0.66796875,0.6015625,-0.060546875,Handling
79413,0.66796875,0.6015625,-0.060546875,Handling
79786,0.07421875,-1.40234375,0.53125,Shaking
79953,0.60546875,-0.806640625,0.20703125,Shaking
80450,0.6953125,-0.578125,-0.29296875,Shaking
80691,-0.15625,-0.57421875,-0.095703125,Shaking
80789,0.8125,-0.443359375,1.048828125,Shaking
80887,0.234375,0.51953125,0.55859375,Shaking
81377,0.048828125,-0.63671875,0.0234375,Shaking
81655,-0.505859375,-0.74609375,0.12890625,Shaking
81787,1.40234375,-0.619140625,0.15234375,Shaking
81909,-0.662109375,-0.10546875,1.060546875,Shaking
82023,-0.44921875,-0.880859375,0.7578125,Shaking
82178,0.734375,-0.517578125,0.544921875,Shaking
82280,-0.251953125,-0.875,0.873046875,Shaking
82511,-0.20703125,0.60546875,0.19921875,Shaking
82654,0.2421875,-0.4453125,-0.490234375,Shaking
82821,0.294921875,-0.193359375,0.79296875,Shaking
83173,0.212890625,0.357421875,0.494140625,Shaking
83376,0.34375,-1.03515625,0.18359375,Shaking
83590,0.8984375,0.423828125,0.740234375,Shaking
83738,-0.349609375,-0.22265625,0.521484375,Shaking
84035,0.595703125,0.052734375,-0.43359375,Shaking
84212,0.005859375,-1.52734375,0.287109375,Shaking
84367,-0.185546875,0.21484375,-0.13671875,Shaking
84548,1.025390625,-1.353515625,0.40234375,Shaking
84727,0.458984375,0.015625,0.251953125,Shaking
84878,0.4921875,-0.744140625,0.388671875,Shaking
85122,0.2109375,-0.908203125,0.6015625,Shaking
85453,1.134765625,-0.61328125,0.57421875,Shaking
85602,0.740234375,-0.251953125,0.857421875,Rolling
85697,0.740234375,-0.251953125,0.857421875,Rolling
85794,-0.060546875,-0.58203125,-0.205078125,Rolling
85991,-0.357421875,-0.6328125,-0.681640625,Rolling
86224,-0.35546875,-0.634765625,-0.6796875,OnFace
86353,-0.35546875,-0.634765625,-0.681640625,OnFace
86462,-0.35546875,-0.634765625,-0.6796875,OnFace
86775,-0.35546875,-0.634765625,-0.6796875,OnFace
86943,-0.35546875,-0.634765625,-0.6796875,OnFace
87065,-0.35546875,-0.634765625,-0.6796875,OnFace
87163,-0.35546875,-0.634765625,-0.6796875,OnFace
87259,-0.35546875,-0.634765625,-0.681640625,OnFace
87362,-0.35546875,-0.634765625,-0.681640625,OnFace
87551,-0.357421875,-0.634765625,-0.6796875,OnFace
87697,-0.35546875,-0.634765625,-0.6796875,OnFace
87964,-0.357421875,-0.634765625,-0.6796875,OnFace
88122,-0.35546875,-0.634765625,-0.6796875,OnFace
88222,-0.3125,-0.654296875,-0.693359375,OnFace
88319,-0.421875,-0.728515625,-0.908203125,OnFace
88420,-0.421875,-0.728515625,-0.908203125,Handling
88627,0.287109375,-0.369140625,0.5546875,Handling
88779,0.697265625,-0.3828125,0.4765625,Handling
88882,0.78125,-0.416015625,0.537109375,Handling
88986,0.78125,-0.416015625,0.537109375,Handling
89386,0.287109375,0.041015625,0.34375,Rolling
89623,1.013671875,0.025390625,-0.06640625,Rolling
89853,1.013671875,0.025390625,-0.06640625,OnFace
89983,1.013671875,0.025390625,-0.064453125,OnFace
90081,1.013671875,0.025390625,-0.064453125,OnFace
90182,1.013671875,0.025390625,-0.06640625,OnFace
90432,1.013671875,0.025390625,-0.064453125,OnFace
90609,1.013671875,0.02734375,-0.064453125,OnFace
90712,1.013671875,0.02734375,-0.064453125,OnFace
90815,1.013671875,0.025390625,-0.064453125,OnFace
90916,1.013671875,0.025390625,-0.06640625,OnFace
91016,1.013671875,0.025390625,-0.06640625,OnFace
91115,1.013671875,0.025390625,-0.06640625,OnFace
91210,1.013671875,0.025390625,-0.06640625,OnFace
91309,1.013671875,0.025390625,-0.064453125,OnFace
91408,1.013671875,0.025390625,-0.064453125,OnFace
91504,1.013671875,0.025390625,-0.064453125,OnFace
91602,1.0390625,0.044921875,-0.095703125,OnFace
91703,1.0390625,0.044921875,-0.095703125,Handling
91799,1.359375,0.232421875,-0.38671875,Handling
91897,1.359375,0.232421875,-0.38671875,Handling
91997,0.314453125,0.568359375,-0.625,Handling
92324,0.095703125,0.146484375,0.072265625,Handling
92471,0.115234375,0.01953125,0.048828125,Rolling
92569,-0.138671875,-0.453125,-0.298828125,Rolling
92664,-0.36328125,-0.625,-0.689453125,Rolling
92761,-0.36328125,-0.625,-0.689453125,Rolling
92859,-0.357421875,-0.595703125,-0.71484375,OnFace
93003,-0.357421875,-0.595703125,-0.71484375,OnFace
93119,-0.357421875,-0.595703125,-0.71484375,OnFace
93219,-0.357421875,-0.595703125,-0.71484375,OnFace
93318,-0.357421875,-0.595703125,-0.71484375,OnFace
93413,-0.357421875,-0.595703125,-0.71484375,OnFace
93511,-0.357421875,-0.595703125,-0.71484375,OnFace
93610,-0.359375,-0.59375,-0.71484375,OnFace
93706,-0.359375,-0.59375,-0.71484375,OnFace
93805,-0.357421875,-0.595703125,-0.71484375,OnFace
93903,-0.357421875,-0.595703125,-0.71484375,OnFace
93999,-0.357421875,-0.595703125,-0.71484375,OnFace
94096,-0.3984375,-0.537109375,-0.740234375,OnFace
94195,-0.3984375,-0.537109375,-0.740234375,OnFace
94290,-0.392578125,-0.88671875,-0.509765625,Handling
94388,-0.392578125,-0.88671875,-0.509765625,Handling
94526,-0.576171875,-0.833984375,-0.25390625,Handling
94626,-0.83984375,-1.04296875,0.978515625,Handling
94749,0.435546875,-0.421875,0.78125,Rolling
94848,0.283203125,-0.361328125,0.4921875,Rolling
94985,0.283203125,-0.361328125,0.4921875,Rolling
95080,0.625,0.119140625,0.2890625,Rolling
95229,-0.677734375,0.5546875,-0.267578125,Rolling
95411,-0.52734375,0.78125,0.005859375,Rolling
95527,-0.35546875,0.94140625,-0.193359375,Rolling
95675,-0.361328125,0.955078125,-0.13671875,OnFace
95793,-0.361328125,0.955078125,-0.13671875,OnFace
95888,-0.359375,0.955078125,-0.134765625,OnFace
95987,-0.359375,0.95703125,-0.1328125,OnFace
96191,-0.359375,0.95703125,-0.134765625,OnFace
96310,-0.359375,0.955078125,-0.134765625,OnFace
96453,-0.359375,0.955078125,-0.134765625,OnFace
96577,-0.318359375,0.982421875,-0.056640625,OnFace
96694,-0.318359375,0.982421875,-0.056640625,Handling
96794,-0.439453125,0.904296875,-0.14453125,Handling
96893,-0.47265625,1.21484375,0.095703125,Handling
97063,-0.47265625,1.21484375,0.095703125,Handling
97209,0.158203125,1.17578125,-0.013671875,Handling
97325,0.544921875,0.58984375,0.642578125,Handling
97475,0.41796875,0.125,0.955078125,Handling
97595,0.244140625,-0.314453125,0.876953125,Handling
97695,0.244140625,-0.314453125,0.876953125,Rolling
97802,1.80078125,-1.33984375,0.701171875,Rolling
97956,0.427734375,-0.07421875,0.2890625,Rolling
98102,-0.1640625,0.341796875,-0.5859375,Rolling
98282,-0.01953125,0.541015625,-0.861328125,Rolling
98406,-0.337890625,0.603515625,-0.716796875,Rolling
98588,-0.369140625,0.611328125,-0.712890625,OnFace
98735,-0.37109375,0.61328125,-0.712890625,OnFace
99006,-0.37109375,0.61328125,-0.712890625,OnFace
99155,-0.37109375,0.611328125,-0.712890625,OnFace
99253,-0.37109375,0.611328125,-0.712890625,OnFace
99400,-0.37109375,0.611328125,-0.712890625,OnFace
99612,-0.37109375,0.611328125,-0.712890625,OnFace
99745,-0.37109375,0.611328125,-0.71484375,OnFace
99844,-0.37109375,0.611328125,-0.71484375,OnFace
99995,-0.37109375,0.61328125,-0.712890625,OnFace
100235,-0.37109375,0.61328125,-0.712890625,OnFace
100378,-0.30859375,0.80078125,-1.140625,Handling
100472,0.314453125,0.25390625,-0.87890625,Handling
100599,0.7109375,-0.322265625,0.04296875,Handling
100716,0.11328125,0.212890625,0.98046875,Handling
100865,0.11328125,0.212890625,0.98046875,Handling
100968,0.47265625,-0.451171875,0.412109375,Handling
101071,0.662109375,-1.578125,0.974609375,Rolling
101228,0.005859375,0.482421875,0.248046875,Rolling
101326,0.0703125,1.037109375,-0.0234375,Rolling
101494,0.3984375,0.94921875,0.150390625,Rolling
101597,0.353515625,0.982421875,0.134765625,Rolling
101735,0.353515625,0.982421875,0.13671875,OnFace
101886,0.353515625,0.982421875,0.13671875,OnFace
102069,0.353515625,0.982421875,0.134765625,OnFace
102185,0.353515625,0.982421875,0.134765625,OnFace
102366,0.353515625,0.982421875,0.134765625,OnFace
102515,0.353515625,0.982421875,0.134765625,OnFace
102694,0.353515625,0.982421875,0.1328125,OnFace
102814,0.353515625,0.982421875,0.1328125,OnFace
102944,0.3515625,0.982421875,0.134765625,OnFace
103042,0.353515625,0.982421875,0.134765625,OnFace
103185,0.3515625,0.982421875,0.134765625,OnFace
103284,0.3515625,0.982421875,0.134765625,OnFace
103380,0.353515625,0.982421875,0.134765625,OnFace
